-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,222,222,255,257,256,257,256,257,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,257,256,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,255,257,256,257,267,268,269,267,268,269,270,256,258,222,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,257,144,145,144,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,219,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,219,220,221,222,329,329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
222,222,222,-1,255,257,256,257,267,268,269,270,303,304,305,303,267,268,269,270,293,256,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144,145,180,181,180,181,256,257,256,257,256,257,256,257,256,257,256,257,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,256,256,256,257,256,257,256,257,-1,-1,-1,-1,329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,232,231,232,233,234,258,-1,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255
255,257,256,257,267,268,269,270,303,267,268,269,267,268,269,270,267,268,269,267,268,269,270,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,257,180,181,144,145,144,145,267,268,269,270,267,268,269,270,267,268,269,270,294,-1,-1,-1,-1,329,-1,-1,-1,-1,-1,329,291,329,268,269,270,267,268,269,270,256,256,257,256,257,258,-1,-1,-1,-1,-1,-1,-1,-1,255,256,257,257,267,268,269,270,267,268,269,270,-1,255,-1,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,293
267,268,269,270,303,304,267,268,269,303,267,268,269,267,268,269,270,304,305,303,304,305,306,293,256,258,259,-1,-1,221,-1,-1,-1,-1,267,268,269,270,180,181,180,181,303,304,305,306,303,304,305,306,303,304,305,306,330,-1,-1,-1,255,256,257,256,257,256,257,256,257,303,304,305,306,303,304,267,268,269,267,268,269,270,294,221,222,-1,-1,-1,-1,-1,-1,291,267,268,269,303,304,305,306,303,304,305,306,267,268,269,270,-1,255,293,258,-1,-1,-1,-1,-1,-1,-1,255,293,293,293
303,304,305,306,339,267,268,269,270,339,267,268,269,270,267,268,269,270,269,267,268,269,267,268,269,270,256,257,256,258,-1,-1,256,257,303,304,305,267,268,269,270,267,339,340,341,342,339,340,341,342,339,340,341,342,292,256,256,257,291,144,145,144,145,267,268,269,270,339,340,341,342,339,340,303,304,305,303,304,305,306,329,257,258,-1,-1,255,256,258,-1,267,303,304,305,339,340,341,342,267,268,269,270,303,304,305,267,268,269,270,293,-1,-1,-1,-1,-1,-1,255,267,268,269,270
339,340,341,267,268,303,304,305,306,375,303,304,305,306,303,304,305,306,305,303,304,305,303,304,305,306,339,340,339,340,256,257,267,268,339,340,341,267,268,267,268,303,375,376,377,378,375,376,377,267,268,269,270,270,267,268,269,270,267,180,181,180,181,303,304,305,306,375,376,377,378,267,268,339,340,341,339,340,341,342,270,293,256,257,257,291,267,268,269,303,339,340,341,375,376,377,378,303,304,305,306,267,268,269,303,304,305,306,293,258,-1,293,-1,267,268,269,303,304,305,306
375,267,268,269,270,339,340,341,342,378,339,340,341,342,339,340,267,268,269,270,268,269,339,340,341,342,375,376,375,376,267,268,303,267,268,269,270,268,269,303,267,268,269,270,268,375,376,267,268,269,270,305,306,306,303,304,305,306,303,267,268,269,270,339,340,341,342,339,340,267,268,269,270,375,376,377,375,376,377,267,268,269,270,270,293,293,303,304,305,339,375,376,377,339,340,341,342,339,340,341,342,303,304,305,339,267,268,269,270,293,267,268,269,270,304,305,339,340,341,342
